# source: NASA POWER Daily API
# parameters: T2M,PRECTOTCORR,WS10M,ALLSKY_SFC_SW_DWN
# period: 20250101 - 20251231
# coordinates: 17개 시·도 대표 지점, 지역 전체 평균 아님
region,date,temp,precipitation,wind_speed,solar_radiation
서울,2025-01-01,1.21,0.0,3.44,2.592
서울,2025-01-02,-1.41,0.0,3.62,2.7367
서울,2025-01-03,-2.83,0.05,4.05,2.2169
서울,2025-01-04,-1.72,0.02,2.5,2.6278
서울,2025-01-05,1.44,4.91,4.74,0.9662
서울,2025-01-06,0.06,0.23,6.08,1.8382
서울,2025-01-07,-3.38,0.24,5.15,2.1502
서울,2025-01-08,-4.48,0.43,5.4,2.2486
서울,2025-01-09,-10.56,0.51,8.52,2.6417
서울,2025-01-10,-8.13,0.24,4.15,2.8495
서울,2025-01-11,-5.53,0.17,2.09,2.8399
서울,2025-01-12,-4.07,0.01,2.6,2.5517
서울,2025-01-13,-0.33,0.23,3.34,1.765
서울,2025-01-14,1.28,0.39,4.28,1.8703
서울,2025-01-15,-4.93,0.0,6.24,3.1262
서울,2025-01-16,-1.69,0.04,4.25,1.5521
서울,2025-01-17,-2.26,0.0,2.14,3.1238
서울,2025-01-18,0.27,0.0,1.63,2.4629
서울,2025-01-19,1.09,0.0,2.99,1.9598
서울,2025-01-20,1.93,0.0,1.62,1.4184
서울,2025-01-21,1.63,0.07,1.89,2.0482
서울,2025-01-22,1.23,0.04,2.47,2.3254
서울,2025-01-23,-0.14,0.0,2.65,3.2566
서울,2025-01-24,0.71,0.18,3.09,3.1284
서울,2025-01-25,1.68,1.15,4.48,3.2189
서울,2025-01-26,1.29,1.95,3.82,1.5487
서울,2025-01-27,-0.62,5.75,7.83,1.9618
서울,2025-01-28,-3.85,2.41,9.96,1.571
서울,2025-01-29,-5.97,0.12,7.19,2.8469
서울,2025-01-30,-6.12,0.01,3.26,2.0419
서울,2025-01-31,-2.42,1.18,2.44,0.8206
서울,2025-02-01,-0.2,0.01,3.27,2.809
서울,2025-02-02,-0.81,0.02,3.11,2.585
서울,2025-02-03,-5.89,0.05,9.34,3.637
서울,2025-02-04,-9.82,0.06,7.39,3.3336
서울,2025-02-05,-9.44,0.17,5.64,3.5165
서울,2025-02-06,-6.26,0.74,4.2,2.9057
서울,2025-02-07,-8.93,1.83,8.31,3.011
서울,2025-02-08,-8.75,0.0,6.21,3.7087
서울,2025-02-09,-6.33,0.0,4.09,3.6055
서울,2025-02-10,-3.88,0.12,2.84,3.3946
서울,2025-02-11,-0.86,0.0,2.39,3.5705
서울,2025-02-12,-0.61,3.62,5.72,0.81
서울,2025-02-13,-1.71,0.01,4.47,4.1892
서울,2025-02-14,1.28,0.0,3.08,3.6415
서울,2025-02-15,1.39,0.0,2.69,2.0669
서울,2025-02-16,1.69,0.0,5.13,2.2214
서울,2025-02-17,-1.57,0.0,7.0,4.6886
서울,2025-02-18,-2.76,0.0,7.02,4.5888
서울,2025-02-19,-4.25,0.0,5.78,4.6822
서울,2025-02-20,-4.07,0.0,5.49,4.7282
서울,2025-02-21,-3.99,0.0,5.39,4.7782
서울,2025-02-22,-3.54,0.02,5.36,4.818
서울,2025-02-23,-4.65,0.0,6.52,4.7674
서울,2025-02-24,-2.86,0.0,5.02,5.0076
서울,2025-02-25,0.31,0.0,5.16,2.9218
서울,2025-02-26,0.6,0.0,3.67,4.8826
서울,2025-02-27,3.19,0.0,3.01,4.2514
서울,2025-02-28,4.2,0.03,2.08,2.5901
서울,2025-03-01,5.21,0.33,2.29,2.0549
서울,2025-03-02,4.81,17.08,7.22,1.4489
서울,2025-03-03,0.46,4.94,9.48,3.7255
서울,2025-03-04,0.0,3.95,6.79,1.5636
서울,2025-03-05,1.85,0.85,3.73,2.6203
서울,2025-03-06,1.41,0.0,3.12,4.7234
서울,2025-03-07,2.72,0.0,2.07,4.0387
서울,2025-03-08,3.01,0.0,2.81,4.3958
서울,2025-03-09,4.39,0.0,1.54,4.4218
서울,2025-03-10,4.7,0.0,2.92,4.5742
서울,2025-03-11,6.1,0.0,1.87,4.9466
서울,2025-03-12,5.46,0.1,3.5,1.7242
서울,2025-03-13,5.38,0.0,3.82,4.7561
서울,2025-03-14,7.37,0.0,4.4,4.9152
서울,2025-03-15,7.38,0.32,4.04,4.4321
서울,2025-03-16,3.08,2.12,7.6,4.2617
서울,2025-03-17,1.15,2.37,4.94,4.7976
서울,2025-03-18,1.13,2.91,5.02,3.5467
서울,2025-03-19,0.93,0.0,3.19,5.6266
서울,2025-03-20,4.75,0.02,5.33,4.9442
서울,2025-03-21,6.71,0.12,5.05,5.3647
서울,2025-03-22,7.71,0.08,4.98,5.7278
서울,2025-03-23,9.67,0.03,3.81,4.9152
서울,2025-03-24,9.43,0.06,5.1,4.4746
서울,2025-03-25,8.01,0.01,5.97,3.3389
서울,2025-03-26,10.44,0.0,3.92,5.2025
서울,2025-03-27,10.0,2.19,5.88,3.6814
서울,2025-03-28,4.38,0.67,6.9,6.3835
서울,2025-03-29,1.45,0.78,6.1,5.1206
서울,2025-03-30,2.14,0.02,3.87,5.2375
서울,2025-03-31,5.79,0.0,2.72,5.3069
서울,2025-04-01,7.25,0.17,3.02,5.7768
서울,2025-04-02,5.75,1.57,3.23,2.4266
서울,2025-04-03,7.53,0.34,2.41,5.6191
서울,2025-04-04,7.69,0.69,2.62,5.509
서울,2025-04-05,6.83,13.15,3.27,0.9744
서울,2025-04-06,7.81,0.73,4.99,6.2486
서울,2025-04-07,9.91,0.02,5.14,6.0252
서울,2025-04-08,10.3,0.02,3.92,6.4219
서울,2025-04-09,8.43,0.51,3.15,2.8642
서울,2025-04-10,10.42,0.17,2.84,6.1262
서울,2025-04-11,12.26,0.0,2.11,6.701
서울,2025-04-12,9.83,20.77,6.69,1.8278
서울,2025-04-13,4.52,3.13,7.96,4.9267
서울,2025-04-14,4.16,8.57,5.23,2.1494
서울,2025-04-15,6.41,0.06,4.69,6.9223
서울,2025-04-16,11.07,0.02,4.92,5.7274
서울,2025-04-17,15.55,0.07,5.82,3.2491
서울,2025-04-18,13.73,0.11,2.73,4.549
서울,2025-04-19,12.19,11.31,5.05,1.5898
서울,2025-04-20,14.39,1.05,2.19,7.0752
서울,2025-04-21,15.81,0.33,3.88,4.9325
서울,2025-04-22,14.96,23.11,2.89,1.7155
서울,2025-04-23,13.54,0.16,3.4,6.5796
서울,2025-04-24,11.56,0.05,5.0,7.0258
서울,2025-04-25,9.95,0.0,5.99,7.6378
서울,2025-04-26,10.67,0.01,5.17,6.9118
서울,2025-04-27,11.17,0.01,5.56,4.9255
서울,2025-04-28,11.7,0.0,4.11,7.494
서울,2025-04-29,11.23,0.0,3.41,7.3723
서울,2025-04-30,13.73,0.0,5.43,7.2346
서울,2025-05-01,12.12,26.35,6.71,1.3826
서울,2025-05-02,11.51,0.61,5.5,6.4805
서울,2025-05-03,10.23,11.32,4.08,3.5669
서울,2025-05-04,11.74,0.02,5.83,7.5845
서울,2025-05-05,10.96,0.94,3.05,1.7542
서울,2025-05-06,11.39,0.01,3.36,4.5127
서울,2025-05-07,12.43,0.01,2.76,7.2096
서울,2025-05-08,14.83,0.01,2.45,6.5611
서울,2025-05-09,14.25,22.85,6.61,1.3973
서울,2025-05-10,12.1,2.86,6.83,2.5771
서울,2025-05-11,12.89,0.22,3.15,5.5085
서울,2025-05-12,14.24,0.1,4.32,7.3265
서울,2025-05-13,15.33,0.01,5.28,5.4118
서울,2025-05-14,16.55,0.06,4.61,6.3454
서울,2025-05-15,16.56,4.83,3.62,3.7495
서울,2025-05-16,17.2,9.85,3.01,1.6169
서울,2025-05-17,15.9,8.62,5.45,3.8618
서울,2025-05-18,13.59,0.21,3.35,7.2374
서울,2025-05-19,15.35,0.92,5.85,3.3768
서울,2025-05-20,19.52,1.47,5.15,2.6832
서울,2025-05-21,21.61,0.9,2.32,5.1583
서울,2025-05-22,19.41,0.81,4.09,6.7622
서울,2025-05-23,15.82,4.99,4.91,2.1089
서울,2025-05-24,14.63,2.63,4.93,3.6854
서울,2025-05-25,15.01,0.15,2.41,7.4086
서울,2025-05-26,16.18,0.05,2.13,6.7066
서울,2025-05-27,17.17,0.48,2.41,5.9789
서울,2025-05-28,18.38,1.32,1.74,5.262
서울,2025-05-29,18.52,1.01,2.3,6.2134
서울,2025-05-30,19.26,0.42,2.06,5.8025
서울,2025-05-31,17.79,0.0,2.51,3.9982
서울,2025-06-01,19.14,0.0,1.94,6.4702
서울,2025-06-02,19.01,0.38,1.75,2.1089
서울,2025-06-03,17.73,0.22,4.78,7.7897
서울,2025-06-04,17.6,0.19,5.96,8.1468
서울,2025-06-05,17.84,0.11,3.79,6.9557
서울,2025-06-06,19.25,0.01,5.29,6.6732
서울,2025-06-07,19.73,0.5,4.05,4.303
서울,2025-06-08,21.19,0.17,2.02,6.0202
서울,2025-06-09,20.42,0.09,2.93,6.6425
서울,2025-06-10,19.34,0.26,4.61,4.8331
서울,2025-06-11,19.43,0.07,3.54,7.7566
서울,2025-06-12,21.7,0.0,1.73,7.5564
서울,2025-06-13,20.63,1.83,2.53,3.4186
서울,2025-06-14,23.09,2.36,2.7,7.127
서울,2025-06-15,22.52,13.62,3.66,5.261
서울,2025-06-16,22.28,12.2,5.36,2.0585
서울,2025-06-17,21.85,1.05,3.07,5.4454
서울,2025-06-18,22.49,0.03,1.99,6.5143
서울,2025-06-19,24.3,1.04,3.4,5.8039
서울,2025-06-20,22.53,69.8,9.83,1.0675
서울,2025-06-21,20.71,8.74,3.18,2.6021
서울,2025-06-22,20.92,0.51,3.29,7.873
서울,2025-06-23,23.4,0.17,1.71,7.541
서울,2025-06-24,22.9,9.88,3.69,2.6666
서울,2025-06-25,22.02,12.02,2.79,1.6068
서울,2025-06-26,22.0,1.01,2.51,4.9915
서울,2025-06-27,23.26,5.75,1.43,4.2974
서울,2025-06-28,24.02,5.06,2.85,2.4163
서울,2025-06-29,24.74,0.35,3.29,4.3978
서울,2025-06-30,24.83,0.58,3.66,4.4254
서울,2025-07-01,25.66,2.37,4.22,4.511
서울,2025-07-02,25.54,1.3,4.03,3.8539
서울,2025-07-03,25.47,0.62,4.04,4.4681
서울,2025-07-04,25.01,2.49,5.28,2.3674
서울,2025-07-05,25.74,0.52,4.41,5.3246
서울,2025-07-06,26.11,0.32,3.64,5.0964
서울,2025-07-07,26.96,0.56,2.52,3.8434
서울,2025-07-08,28.96,4.81,2.38,7.0954
서울,2025-07-09,27.79,0.92,3.85,7.0382
서울,2025-07-10,26.63,0.01,4.36,7.793
서울,2025-07-11,25.72,0.0,4.9,7.837
서울,2025-07-12,26.28,0.0,2.35,7.8761
서울,2025-07-13,24.46,3.22,2.55,2.8284
서울,2025-07-14,23.92,10.07,3.23,3.8119
서울,2025-07-15,22.38,14.1,3.76,3.1966
서울,2025-07-16,23.02,61.22,6.29,0.8566
서울,2025-07-17,24.64,56.25,5.26,1.9918
서울,2025-07-18,24.56,12.71,3.51,1.9414
서울,2025-07-19,25.42,28.73,6.6,2.3021
서울,2025-07-20,26.15,9.73,4.41,5.9407
서울,2025-07-21,26.09,0.76,3.55,6.0538
서울,2025-07-22,25.34,5.63,2.47,6.1994
서울,2025-07-23,26.31,0.27,1.55,6.5705
서울,2025-07-24,27.54,0.01,1.55,6.5141
서울,2025-07-25,29.08,0.0,1.65,7.4654
서울,2025-07-26,29.07,0.06,2.08,6.9156
서울,2025-07-27,29.18,0.09,2.2,7.4306
서울,2025-07-28,29.0,0.07,1.9,7.2502
서울,2025-07-29,29.28,1.07,1.55,7.1518
서울,2025-07-30,28.57,0.59,2.16,4.901
서울,2025-07-31,27.95,0.02,2.21,4.0939
서울,2025-08-01,27.7,0.02,2.15,4.4957
서울,2025-08-02,28.56,0.16,1.44,6.2054
서울,2025-08-03,27.88,10.75,2.3,2.5332
서울,2025-08-04,27.3,2.45,3.16,6.2208
서울,2025-08-05,26.49,0.24,2.79,6.5717
서울,2025-08-06,26.74,20.48,5.57,2.1252
서울,2025-08-07,25.83,0.63,3.45,6.9766
서울,2025-08-08,25.41,0.84,1.98,5.5063
서울,2025-08-09,25.07,2.19,2.18,1.6646
서울,2025-08-10,25.6,0.0,2.22,6.8054
서울,2025-08-11,25.04,0.33,2.69,3.119
서울,2025-08-12,26.07,0.37,2.34,6.8232
서울,2025-08-13,25.49,50.44,6.49,1.1167
서울,2025-08-14,25.62,27.78,4.59,2.2826
서울,2025-08-15,26.04,10.14,1.87,5.0198
서울,2025-08-16,25.88,0.48,2.91,5.9906
서울,2025-08-17,26.07,0.55,3.04,4.2254
서울,2025-08-18,26.47,4.62,4.61,5.2121
서울,2025-08-19,26.83,4.94,4.26,5.4984
서울,2025-08-20,27.05,2.24,3.39,5.2327
서울,2025-08-21,27.24,0.53,2.22,5.8812
서울,2025-08-22,26.77,0.08,2.71,6.257
서울,2025-08-23,27.36,0.14,2.41,4.9248
서울,2025-08-24,27.96,0.17,2.08,6.0314
서울,2025-08-25,27.52,14.76,4.44,4.5041
서울,2025-08-26,26.8,12.62,4.56,5.1744
서울,2025-08-27,25.76,0.04,1.28,5.5834
서울,2025-08-28,26.03,1.28,4.12,4.3142
서울,2025-08-29,27.51,7.65,5.98,4.4839
서울,2025-08-30,27.55,8.54,2.4,5.04
서울,2025-08-31,26.76,11.96,3.84,3.6377
서울,2025-09-01,25.52,19.58,4.7,3.2568
서울,2025-09-02,25.01,0.59,2.1,5.9758
서울,2025-09-03,26.82,1.04,1.75,5.5841
서울,2025-09-04,24.35,33.05,3.98,3.5712
서울,2025-09-05,26.09,0.42,2.76,5.2723
서울,2025-09-06,26.77,20.29,5.96,3.5849
서울,2025-09-07,24.3,0.99,3.08,3.6022
서울,2025-09-08,24.59,0.2,1.41,3.509
서울,2025-09-09,23.12,0.09,1.86,3.0067
서울,2025-09-10,22.62,0.01,3.4,6.1922
서울,2025-09-11,22.86,0.0,3.93,6.1181
서울,2025-09-12,21.83,14.56,4.41,2.5824
서울,2025-09-13,23.11,28.66,5.32,3.4087
서울,2025-09-14,23.06,0.25,2.03,4.6277
서울,2025-09-15,24.38,0.0,1.13,4.4182
서울,2025-09-16,23.94,33.07,3.1,1.6836
서울,2025-09-17,23.43,35.25,3.12,1.2778
서울,2025-09-18,20.74,0.9,4.47,4.542
서울,2025-09-19,19.18,31.83,4.84,1.5096
서울,2025-09-20,19.22,31.7,4.57,3.384
서울,2025-09-21,19.63,0.4,4.05,5.6086
서울,2025-09-22,19.36,0.0,3.98,3.2515
서울,2025-09-23,19.33,0.02,4.37,3.9607
서울,2025-09-24,20.46,21.39,4.32,0.7699
서울,2025-09-25,21.58,3.13,2.4,4.2118
서울,2025-09-26,20.19,0.04,2.46,5.1233
서울,2025-09-27,20.98,0.01,3.39,3.8004
서울,2025-09-28,20.12,39.13,4.22,2.076
서울,2025-09-29,19.75,0.0,1.93,4.1525
서울,2025-09-30,19.94,0.02,1.27,2.9614
서울,2025-10-01,20.43,1.22,1.81,3.8678
서울,2025-10-02,20.62,0.32,1.52,3.2287
서울,2025-10-03,19.78,13.77,4.94,1.6435
서울,2025-10-04,21.16,1.51,2.95,2.5121
서울,2025-10-05,20.77,5.97,2.11,1.5559
서울,2025-10-06,18.44,37.77,7.06,0.7469
서울,2025-10-07,19.04,10.23,5.89,1.3342
서울,2025-10-08,19.54,0.09,3.73,4.65
서울,2025-10-09,18.8,2.92,5.04,1.5888
서울,2025-10-10,18.24,34.53,4.33,0.7224
서울,2025-10-11,20.71,12.87,5.23,1.8403
서울,2025-10-12,19.46,1.56,3.94,2.25
서울,2025-10-13,16.84,28.52,5.74,0.4937
서울,2025-10-14,17.23,2.82,5.39,2.467
서울,2025-10-15,18.6,17.89,4.42,3.385
서울,2025-10-16,18.47,9.49,4.97,4.0426
서울,2025-10-17,18.51,20.28,3.18,2.849
서울,2025-10-18,16.1,11.51,4.32,2.3153
서울,2025-10-19,13.12,3.03,5.27,3.1793
서울,2025-10-20,9.15,3.53,5.19,3.6754
서울,2025-10-21,9.41,0.17,3.68,3.2417
서울,2025-10-22,12.74,3.74,3.15,3.8789
서울,2025-10-23,14.22,3.17,3.39,3.5071
서울,2025-10-24,14.02,5.21,3.41,3.4915
서울,2025-10-25,13.31,0.01,3.34,3.7027
서울,2025-10-26,11.15,3.94,3.25,1.1268
서울,2025-10-27,6.3,0.05,5.88,4.1592
서울,2025-10-28,7.37,0.02,2.52,3.8714
서울,2025-10-29,10.37,0.43,2.92,2.9182
서울,2025-10-30,11.6,0.0,2.24,2.5762
서울,2025-10-31,13.03,2.68,2.68,2.4758
서울,2025-11-01,11.24,1.13,4.87,3.7543
서울,2025-11-02,6.78,0.28,7.16,3.3434
서울,2025-11-03,5.96,0.0,2.02,3.8378
서울,2025-11-04,9.47,0.0,2.28,3.4457
서울,2025-11-05,9.96,0.01,2.84,3.2623
서울,2025-11-06,11.04,0.0,3.07,2.8171
서울,2025-11-07,12.06,0.51,3.53,3.1246
서울,2025-11-08,12.94,1.38,3.71,1.373
서울,2025-11-09,11.21,0.27,4.25,3.0818
서울,2025-11-10,5.91,0.0,5.66,3.775
서울,2025-11-11,8.35,0.0,2.3,3.0619
서울,2025-11-12,9.24,0.0,2.15,3.3804
서울,2025-11-13,9.57,0.0,3.72,2.9952
서울,2025-11-14,6.58,0.0,3.47,3.4697
서울,2025-11-15,9.29,0.0,1.42,3.1865
서울,2025-11-16,9.65,0.23,5.35,2.8327
서울,2025-11-17,1.96,0.0,7.71,2.5464
서울,2025-11-18,0.48,0.05,4.67,3.0907
서울,2025-11-19,2.24,0.0,2.22,3.0413
서울,2025-11-20,6.28,0.01,5.36,2.5378
서울,2025-11-21,5.34,0.0,4.27,2.9537
서울,2025-11-22,8.0,0.0,2.97,2.7953
서울,2025-11-23,9.7,0.01,4.37,1.2941
서울,2025-11-24,9.74,0.15,4.21,1.9462
서울,2025-11-25,6.56,6.73,5.96,1.189
서울,2025-11-26,5.52,0.06,2.07,2.3822
서울,2025-11-27,5.11,11.08,7.31,1.1482
서울,2025-11-28,1.31,0.0,3.37,2.9105
서울,2025-11-29,5.13,0.07,5.05,1.7239
서울,2025-11-30,10.02,0.43,4.51,1.9831
서울,2025-12-01,3.02,0.0,5.05,3.1339
서울,2025-12-02,-1.6,0.02,6.96,2.7002
서울,2025-12-03,-6.15,0.66,6.69,2.6714
서울,2025-12-04,-3.89,1.69,4.22,2.7024
서울,2025-12-05,-2.82,0.0,3.63,2.7984
서울,2025-12-06,3.2,0.6,5.34,1.1578
서울,2025-12-07,5.24,0.02,3.87,1.8278
서울,2025-12-08,0.75,0.0,4.7,2.9986
서울,2025-12-09,2.51,0.0,2.58,2.5013
서울,2025-12-10,4.41,0.07,3.95,1.4611
서울,2025-12-11,2.32,12.52,6.43,2.4614
서울,2025-12-12,1.2,0.68,3.68,2.2829
서울,2025-12-13,0.91,7.44,3.52,0.8465
서울,2025-12-14,-1.07,0.29,5.4,2.2152
서울,2025-12-15,1.4,0.03,2.3,1.4234
서울,2025-12-16,5.18,0.45,2.71,0.7286
서울,2025-12-17,1.59,0.13,4.2,2.597
서울,2025-12-18,1.24,0.0,1.78,2.7194
서울,2025-12-19,3.34,0.02,3.97,1.848
서울,2025-12-20,5.29,0.87,5.38,0.456
서울,2025-12-21,-2.35,0.0,6.48,2.9112
서울,2025-12-22,-1.49,0.0,2.24,2.5798
서울,2025-12-23,0.97,12.5,2.95,0.4051
서울,2025-12-24,0.08,0.38,4.31,2.5186
서울,2025-12-25,-4.78,0.01,9.52,2.5488
서울,2025-12-26,-9.08,0.0,6.02,2.7713
서울,2025-12-27,-2.67,0.21,2.04,1.2679
서울,2025-12-28,2.15,0.4,3.36,1.5864
서울,2025-12-29,2.59,1.32,4.79,1.8091
서울,2025-12-30,-2.14,0.0,4.75,2.8819
서울,2025-12-31,-7.11,0.0,6.67,2.8642
부산,2025-01-01,8.42,0.0,5.24,3.0365
부산,2025-01-02,9.78,0.0,5.68,2.8802
부산,2025-01-03,6.51,0.0,8.71,3.1133
부산,2025-01-04,6.82,0.0,5.81,3.0554
부산,2025-01-05,9.4,1.77,4.94,1.7866
부산,2025-01-06,9.51,0.05,8.11,1.937
부산,2025-01-07,5.38,0.06,10.56,2.91
부산,2025-01-08,7.02,0.37,8.5,2.7314
부산,2025-01-09,1.05,0.11,10.89,2.6597
부산,2025-01-10,1.37,0.0,8.59,3.1553
부산,2025-01-11,4.03,0.0,7.2,2.9006
부산,2025-01-12,5.11,0.0,8.75,3.023
부산,2025-01-13,6.66,0.0,6.09,3.0674
부산,2025-01-14,9.81,0.0,6.76,2.4754
부산,2025-01-15,4.97,0.0,9.41,3.2573
부산,2025-01-16,5.34,0.0,7.6,3.101
부산,2025-01-17,7.01,0.01,4.08,2.7989
부산,2025-01-18,9.02,0.0,3.69,3.2064
부산,2025-01-19,10.63,0.03,5.15,2.9239
부산,2025-01-20,9.41,0.0,4.19,2.8894
부산,2025-01-21,9.8,0.01,4.72,2.8843
부산,2025-01-22,10.51,0.0,4.03,2.6575
부산,2025-01-23,11.31,0.0,3.57,2.8433
부산,2025-01-24,11.06,0.29,6.23,2.604
부산,2025-01-25,9.71,2.79,10.51,1.6157
부산,2025-01-26,9.5,1.83,8.33,1.819
부산,2025-01-27,7.6,7.36,8.0,1.4798
부산,2025-01-28,4.99,0.05,12.05,2.9117
부산,2025-01-29,4.51,0.01,10.72,3.353
부산,2025-01-30,5.59,0.0,5.8,3.247
부산,2025-01-31,8.43,0.06,2.43,2.2824
부산,2025-02-01,9.89,13.13,6.78,0.6648
부산,2025-02-02,10.11,0.19,7.31,2.8598
부산,2025-02-03,5.16,0.0,11.21,3.5424
부산,2025-02-04,0.76,0.0,11.63,3.9
부산,2025-02-05,2.0,0.04,9.5,3.7781
부산,2025-02-06,2.46,0.0,8.18,3.361
부산,2025-02-07,2.71,0.49,11.9,2.6534
부산,2025-02-08,0.4,0.0,10.08,4.1054
부산,2025-02-09,3.0,0.0,6.83,4.1158
부산,2025-02-10,4.37,0.0,7.33,3.9706
부산,2025-02-11,6.09,0.0,3.94,4.0601
부산,2025-02-12,9.01,11.75,7.79,0.7183
부산,2025-02-13,5.3,0.0,8.81,4.4717
부산,2025-02-14,8.17,0.0,4.53,4.1842
부산,2025-02-15,9.88,0.12,4.33,2.243
부산,2025-02-16,9.99,0.0,5.91,4.0747
부산,2025-02-17,6.28,0.0,10.52,4.7114
부산,2025-02-18,4.39,0.0,9.26,4.6118
부산,2025-02-19,4.0,0.0,8.54,4.483
부산,2025-02-20,4.33,0.0,7.34,4.4474
부산,2025-02-21,4.19,0.0,7.78,4.2314
부산,2025-02-22,4.22,0.02,7.15,4.5269
부산,2025-02-23,3.63,0.01,9.18,4.481
부산,2025-02-24,4.04,0.0,8.24,4.729
부산,2025-02-25,6.7,0.0,7.12,4.1678
부산,2025-02-26,9.08,0.0,7.43,4.5682
부산,2025-02-27,9.84,0.03,3.98,3.6665
부산,2025-02-28,11.51,0.02,4.66,4.6994
부산,2025-03-01,12.28,2.62,3.18,2.7408
부산,2025-03-02,12.29,8.38,6.64,1.1251
부산,2025-03-03,7.4,23.67,15.73,1.0272
부산,2025-03-04,8.16,12.78,13.61,1.1986
부산,2025-03-05,8.92,0.24,9.11,2.9021
부산,2025-03-06,8.14,0.11,7.29,3.2417
부산,2025-03-07,8.42,0.02,5.63,3.9857
부산,2025-03-08,9.51,0.04,3.22,3.5275
부산,2025-03-09,10.13,0.0,3.95,4.8672
부산,2025-03-10,11.23,0.0,3.65,3.947
부산,2025-03-11,12.09,0.0,1.98,5.3107
부산,2025-03-12,12.65,0.0,4.52,4.3985
부산,2025-03-13,12.12,0.0,6.58,4.1813
부산,2025-03-14,12.19,0.0,8.42,5.2918
부산,2025-03-15,10.03,8.86,12.08,1.3968
부산,2025-03-16,8.06,9.22,9.67,2.7197
부산,2025-03-17,6.76,0.09,7.59,4.6603
부산,2025-03-18,7.02,3.15,10.22,4.1292
부산,2025-03-19,6.93,0.03,5.83,5.1156
부산,2025-03-20,9.66,0.0,7.99,5.4146
부산,2025-03-21,12.82,0.0,10.35,5.6719
부산,2025-03-22,13.25,0.0,8.96,5.659
부산,2025-03-23,12.69,0.03,6.75,5.7962
부산,2025-03-24,13.08,0.03,8.18,4.1822
부산,2025-03-25,12.92,0.01,8.83,4.8038
부산,2025-03-26,12.9,0.13,3.93,5.5039
부산,2025-03-27,14.51,4.33,8.2,2.4883
부산,2025-03-28,11.37,1.61,6.39,3.5822
부산,2025-03-29,9.17,0.01,7.09,5.0539
부산,2025-03-30,6.66,0.0,6.18,5.8997
부산,2025-03-31,8.04,0.0,2.33,5.6112
부산,2025-04-01,10.83,0.0,5.94,6.252
부산,2025-04-02,11.09,0.56,4.57,6.6151
부산,2025-04-03,10.9,1.67,5.5,5.4775
부산,2025-04-04,11.69,0.0,2.67,5.9105
부산,2025-04-05,13.23,0.68,6.81,2.8426
부산,2025-04-06,12.64,0.04,6.53,6.6926
부산,2025-04-07,12.82,0.0,5.67,6.9266
부산,2025-04-08,14.62,0.0,7.61,6.311
부산,2025-04-09,13.57,5.95,4.46,5.1254
부산,2025-04-10,13.87,0.11,4.72,5.3825
부산,2025-04-11,13.58,0.0,3.29,7.2302
부산,2025-04-12,13.92,15.73,5.94,3.9163
부산,2025-04-13,11.36,7.28,12.76,6.276
부산,2025-04-14,11.12,6.22,9.07,3.7999
부산,2025-04-15,11.39,0.32,8.39,6.8618
부산,2025-04-16,13.58,0.0,6.64,5.9302
부산,2025-04-17,15.33,0.23,10.17,4.3594
부산,2025-04-18,15.15,0.24,8.52,5.929
부산,2025-04-19,15.3,0.55,6.25,5.7991
부산,2025-04-20,14.26,8.59,5.37,1.9063
부산,2025-04-21,14.05,0.02,5.58,6.8352
부산,2025-04-22,15.44,18.37,4.77,1.4916
부산,2025-04-23,13.38,0.12,8.33,4.7472
부산,2025-04-24,14.54,0.05,5.27,7.0637
부산,2025-04-25,14.76,0.0,5.52,6.995
부산,2025-04-26,14.34,0.0,6.53,7.561
부산,2025-04-27,15.25,0.0,5.98,6.1565
부산,2025-04-28,15.75,0.01,4.65,6.5381
부산,2025-04-29,13.67,0.0,5.99,7.4947
부산,2025-04-30,15.37,0.0,4.47,7.3889
부산,2025-05-01,16.46,22.34,7.82,4.4923
부산,2025-05-02,15.53,0.24,5.68,7.4489
부산,2025-05-03,15.3,5.7,4.67,1.0349
부산,2025-05-04,14.66,0.0,6.16,7.4633
부산,2025-05-05,15.32,1.18,4.87,4.1753
부산,2025-05-06,14.61,3.9,6.81,1.6814
부산,2025-05-07,14.73,0.02,2.93,7.1736
부산,2025-05-08,16.01,0.0,3.2,7.1938
부산,2025-05-09,16.28,50.73,8.12,0.8515
부산,2025-05-10,15.24,0.28,11.65,5.8822
부산,2025-05-11,14.8,0.94,6.93,4.339
부산,2025-05-12,15.4,0.0,6.48,7.199
부산,2025-05-13,15.83,0.19,5.36,6.6379
부산,2025-05-14,16.27,0.28,3.9,7.2298
부산,2025-05-15,17.12,6.27,5.52,2.454
부산,2025-05-16,17.42,51.91,5.45,1.9541
부산,2025-05-17,16.94,3.21,8.64,6.431
부산,2025-05-18,16.4,0.01,3.99,6.6043
부산,2025-05-19,17.22,0.01,5.94,7.3162
부산,2025-05-20,18.12,0.5,5.81,7.0697
부산,2025-05-21,18.33,0.7,4.58,4.543
부산,2025-05-22,16.45,0.3,9.02,2.2742
부산,2025-05-23,16.7,0.08,8.25,4.3073
부산,2025-05-24,15.99,9.59,11.36,1.5818
부산,2025-05-25,16.17,0.5,4.87,7.6104
부산,2025-05-26,17.75,0.0,2.01,7.2276
부산,2025-05-27,18.0,0.1,1.16,7.1122
부산,2025-05-28,18.45,0.49,2.4,6.3586
부산,2025-05-29,18.0,0.32,5.34,7.1717
